"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RMND5B",9.77944827230631e-07,0.953825953601724,0.294,0.143,0.0231616452881303
"RETSAT1",1.12079423381579e-06,0.982624553635167,0.464,0.264,0.0265448906336932
"HGSNAT1",1.15087269608878e-06,1.05677237608531,0.444,0.244,0.0272572689341667
"EGLN1",1.3164389612538e-06,1.35916770306461,0.503,0.316,0.0311785403583349
"ZHX31",1.35363338582899e-06,0.655397581011562,0.719,0.597,0.0320594531099738
"PNO11",1.36367413959102e-06,0.783017639247666,0.81,0.689,0.0322972583220738
"FAF1",1.40891170848817e-06,0.954251133473621,0.268,0.132,0.0333686649038338
"TPMT1",1.46646571919568e-06,0.659634769104305,0.915,0.842,0.0347317740934304
"SNAPC5",1.59010676285753e-06,1.3284577580754,0.314,0.155,0.0376600885715178
"ANKRD37",1.6782934700311e-06,0.510679896697796,0.255,0.12,0.0397487025442167
"KDM1A",2.42504940678028e-06,1.64347468532056,0.34,0.186,0.0574348701501841
"PEX102",3.31552765149479e-06,1.62875046142697,0.288,0.141,0.0785249568980025
"ASB4",3.50109251895217e-06,1.71475400307801,0.627,0.421,0.0829198752188633
"GAR1",3.8641335166853e-06,0.742648857549171,0.373,0.193,0.0915181382091746
"LRRC421",4.08369726849537e-06,1.32622809792604,0.281,0.136,0.0967182861070444
"F3",8.85858176336918e-06,1.15432970266469,0.673,0.516,0.209806650483636
"CRK",1.03398460523173e-05,0.700522490780096,0.712,0.597,0.244888913903082
"RFC2",1.85334319623756e-05,0.792602903021352,0.817,0.728,0.438945802596903
"OGFOD1",2.98930255821879e-05,0.821085940055053,0.856,0.78,0.707986417888538
"DMXL22",3.47660704959103e-05,1.42269319238004,0.373,0.213,0.823399613625139
"STAP2",5.55233357996521e-05,1.99611166173268,0.353,0.241,1
"C14orf132",6.73903617363188e-05,0.84918350634763,0.549,0.427,1
"C16orf621",7.2345590574988e-05,1.05493264870645,0.418,0.248,1
"RABEPK",7.38329442875809e-05,1.17340616620021,0.268,0.143,1
"TNFAIP1",7.4000151821367e-05,0.813568002625393,0.314,0.175,1
"PLEKHH2",8.71135792903046e-05,2.77973654132048,0.68,0.543,1
"GOLGA5",0.000101395224196056,0.52825136026705,0.386,0.227,1
"PHKG1",0.000105562420573561,1.07207207744753,0.34,0.208,1
"RFK",0.000107331006635892,0.630899894797852,0.425,0.281,1
"ZNF702P",0.000127523908369445,2.20405855636346,0.255,0.153,1
"ZC2HC1A",0.000162833166465718,0.679326291713758,0.255,0.14,1
"SHROOM3",0.000165617162513323,2.12341125944158,0.294,0.195,1
"TMEM1812",0.00016981973969742,1.0820007767541,0.843,0.749,1
"KIAA15491",0.00024492823357016,0.831269866785318,0.569,0.449,1
"MANSC1",0.000260247700148065,0.86305342629793,0.621,0.511,1
"SLC26A4",0.000270676057450066,1.5481268423456,0.588,0.425,1
"PVR",0.000332876194325568,0.657837272915335,0.556,0.439,1
"ZNF514",0.000650320756633693,0.960667561893212,0.497,0.372,1
"RHPN2",0.000712981524072537,0.728228766099512,0.392,0.268,1
"PNMAL1",0.000717081082764182,1.51365027027951,0.549,0.396,1
"EFCAB21",0.000880904500330061,0.790745911050219,0.627,0.501,1
"SDSL2",0.00100185077913719,0.53241108425245,0.314,0.22,1
"PURB",0.00100263027930843,0.518355361328294,0.771,0.645,1
"MRPL45P2",0.00155683031433523,1.57751056312283,0.359,0.242,1
"AIFM1",0.00183103908829643,0.55669764379252,0.745,0.619,1
"XDH",0.0026365309154664,1.03621117754437,0.379,0.271,1
"GAL3ST41",0.00291387621520128,0.699444585144653,0.477,0.389,1
"EGF",0.00295722113731693,1.54824414969882,0.301,0.211,1
"GPX81",0.00353033832045944,0.869342528535891,0.654,0.567,1
"CHML1",0.00422984312241856,0.559361029620072,0.601,0.497,1
"ZDHHC152",0.00452215166969441,1.23121208853262,0.523,0.417,1
"FKBP9L1",0.00482244566427945,0.959139683915434,0.503,0.405,1
"WNK3",0.0049693548311214,0.811682193320554,0.438,0.344,1
"MECR",0.00570723540633341,0.657899171915286,0.549,0.45,1
"SLC47A11",0.00813862771666251,1.63946774377736,0.464,0.368,1
"MRPL44",0.00903197480062033,0.624877546887887,0.765,0.681,1
"POSTN",3.49443797399929e-255,4.87485488930355,0.719,0.038,8.27622689761991e-251
"WDR63",2.64126132481897e-239,4.7863027421193,0.533,0.018,6.25556332170126e-235
"LYPD1",8.48359872050937e-149,4.01533147733905,0.504,0.031,2.00925552096544e-144
"PCDHGA122",4.06312301566706e-123,3.268991343754,0.637,0.069,9.62310055030586e-119
"PLA1A",5.41707243447947e-115,4.23753827861441,0.622,0.073,1.28297943538212e-110
"DCT1",9.55156061351697e-109,2.25287662639174,0.844,0.149,2.26219161570536e-104
"S100A12",7.54601125456203e-105,3.45626767836555,0.852,0.173,1.78719730553047e-100
"CRYAB2",4.31959177362084e-100,4.10335692507615,0.867,0.193,1.02305211566436e-95
"ABLIM3",3.19208818524195e-99,2.62621076517298,0.593,0.071,7.56014165792703e-95
"NOV",1.4679057731127e-97,5.25317160368673,0.659,0.098,3.47658803304011e-93
"EXTL11",1.90461566941148e-97,3.0849492397318,0.652,0.093,4.51089175143414e-93
"SYT14",2.346986214646e-95,3.95989237691925,0.385,0.031,5.55860215076759e-91
"VEPH11",1.30932803303913e-94,2.65288148305261,0.652,0.093,3.10101251344988e-90
"CTSK1",2.49857576130995e-94,3.81377488337121,0.889,0.228,5.91762683308649e-90
"FXYD32",7.25015439075271e-93,3.22255235140215,0.874,0.195,1.71712656590587e-88
"BAALC1",1.33857254216802e-92,2.89558107790743,0.481,0.05,3.17027520887075e-88
"PCDH72",9.61223495096211e-92,2.75173049584808,0.741,0.131,2.27656172578587e-87
"CKB",8.11365354567508e-89,3.5008891018231,0.37,0.03,1.92163770575769e-84
"LINC00520",1.16908845969645e-88,4.28163833338855,0.407,0.038,2.76886910794506e-84
"EMP11",1.84592080868087e-86,3.445973501927,0.874,0.222,4.37187884327977e-82
"BCHE2",6.14863825659713e-84,2.66043098268766,0.637,0.098,1.45624348469246e-79
"TUSC32",1.30806615776057e-83,2.9067055676495,0.607,0.092,3.09802388804013e-79
"HSPA21",1.83928722245266e-83,2.13528856466531,0.667,0.111,4.35616785765687e-79
"HSPB21",2.26327699165496e-82,2.05352219824135,0.385,0.035,5.36034522703561e-78
"TDRD31",6.96722003138455e-78,3.66761879918908,0.785,0.196,1.65011639223312e-73
"NLGN12",1.16477688913356e-74,2.56802093554302,0.659,0.12,2.75865758422392e-70
"AEBP11",4.64111634867849e-74,2.32649755580588,0.926,0.288,1.09920199602101e-69
"EDNRB2",6.25067057521944e-74,2.77762720725892,0.896,0.259,1.48040881903497e-69
"TRIM632",1.23375952411967e-73,2.68035751082972,0.622,0.11,2.92203605692504e-69
"HPGD2",4.00542272910079e-73,2.58340422507509,0.622,0.111,9.48644319160232e-69
"CDH31",3.62839426621047e-72,2.37508370724539,0.674,0.133,8.59348898009289e-68
"PHLDA22",1.52374457826798e-71,2.91213428191365,0.533,0.082,3.60883665916989e-67
"LMNA2",2.51072459063085e-71,2.88976240008812,0.985,0.421,5.94640012045009e-67
"ST3GAL42",1.41946960995837e-70,2.45142426090537,0.904,0.262,3.36187182422542e-66
"CYP27A13",1.74487611052926e-69,2.32303226594246,0.889,0.256,4.13256458017751e-65
"PIR2",4.27518850445914e-69,2.17427962163633,0.83,0.2,1.0125356453961e-64
"CNN32",5.43443495087713e-69,3.01405778186766,0.956,0.309,1.28709157376574e-64
"ITGA31",7.56031232814567e-69,1.90557656811795,0.756,0.163,1.79058437179802e-64
"ECM12",8.15034932732569e-69,2.40655666839084,0.8,0.192,1.93032873468382e-64
"GPNMB3",9.17581170019914e-69,2.62311084037596,0.919,0.33,2.17319924307516e-64
"HMCN12",1.00396839683515e-68,2.09694134011707,0.785,0.189,2.37779875106437e-64
"CADPS",1.47227083708013e-68,3.58362072205175,0.296,0.025,3.48692625054058e-64
"AHNAK21",2.82864985161434e-68,2.35891744182653,0.696,0.147,6.6993743085634e-64
"COL24A1",4.63087400279684e-68,3.20824919060659,0.348,0.035,1.0967761988224e-63
"GAPDHS1",5.92011413563873e-68,2.93475035648637,0.519,0.08,1.40211983188468e-63
"LGALS32",1.02832252456384e-67,3.0852865399839,0.985,0.437,2.43547906717701e-63
"NRN11",2.45011781674172e-67,1.55524250654004,0.607,0.109,5.80285903717108e-63
"SLC6A153",1.16751019690534e-66,2.01332712598254,0.748,0.166,2.76513115035061e-62
"TYR1",1.57286125870705e-66,2.26337574212289,0.911,0.278,3.72516460512177e-62
"TFAP2A1",1.63995719102716e-66,1.91986222877124,0.881,0.235,3.88407461122873e-62
"CD2762",3.50313883240806e-66,2.1619148450566,0.778,0.18,8.29683401067525e-62
"DCBLD23",5.48698628391815e-66,2.30233069828267,0.807,0.194,1.29953783148318e-61
"STXBP12",1.57628755941781e-65,2.79182955531876,0.874,0.275,3.73327945572513e-61
"LGALS3BP2",1.84648892954109e-65,2.46083144451095,0.963,0.386,4.37322438072512e-61
"WLS3",7.55343058317004e-65,2.41243353242392,0.674,0.143,1.78895449931799e-60
"DST3",7.72791271536805e-65,1.87985375394072,0.956,0.299,1.83027884750777e-60
"SLC7A81",1.11361179997871e-64,2.19290449101568,0.763,0.184,2.63747818706957e-60
"LSAMP2",2.32702417877356e-64,2.32869930810262,0.741,0.187,5.5113240650073e-60
"NUPR12",2.38029972796083e-64,1.04873619018222,0.6,0.106,5.63750187570244e-60
"LRP12",2.39031958793553e-64,3.19331259132861,0.519,0.086,5.66123291206651e-60
"EVA1A1",2.99046012025963e-64,1.9619274983203,0.652,0.129,7.08260574882291e-60
"PAX32",4.09593972617313e-64,1.86978740976704,0.793,0.196,9.70082364746845e-60
"STK32A2",1.1282112735563e-63,2.18955521639366,0.644,0.13,2.67205558029075e-59
"GPM6B2",1.1441316007119e-63,2.09058256148688,0.881,0.266,2.70976128312606e-59
"SLC22A17",1.20984134805472e-63,3.08288673708803,0.37,0.043,2.8653882487328e-59
"PCDHGC32",2.32580261308693e-62,1.87981409997922,0.83,0.226,5.50843090883509e-58
"NRCAM1",2.98900042943839e-62,2.83640220156424,0.4,0.051,7.07914861708188e-58
"IGSF32",3.95159372305139e-62,2.11684131359727,0.83,0.235,9.35895457367491e-58
"PTPRZ11",5.12440711449602e-62,2.74053502276099,0.615,0.125,1.21366458099724e-57
"LHFPL22",1.26953463390951e-61,2.08258637921345,0.733,0.175,3.00676582695129e-57
"THBS2",5.63358040016503e-61,2.00487385797746,0.459,0.069,1.33425718197509e-56
"PHGDH",1.7121650127504e-60,1.70467329879647,0.659,0.137,4.05509161619806e-56
"AGT",1.95010110934733e-60,0.640800344486391,0.296,0.029,4.61861946737821e-56
"SNCA2",1.96841180535151e-60,1.87937215720247,0.911,0.279,4.66198651979451e-56
"SGCD2",6.81347300682013e-60,2.1429610237187,0.763,0.194,1.61370294693528e-55
"CYTH32",9.91702107728145e-60,1.48097755643223,0.748,0.183,2.34874727194334e-55
"MMP142",1.78182055383658e-59,1.47700631505615,0.822,0.218,4.22006379970655e-55
"SLC6A9",2.29000096193119e-59,3.3167410734227,0.259,0.022,5.42363827823783e-55
"CLIC42",2.57100783357105e-59,1.9274451536472,0.919,0.308,6.08917495302967e-55
"SORT12",1.08792038481675e-58,1.84727825414697,0.874,0.267,2.5766306394e-54
"WNK41",1.37093368859719e-58,3.07033167350554,0.356,0.043,3.24691934807358e-54
"SCARB12",2.28898348891573e-58,1.86281486887608,0.748,0.187,5.42122849514801e-54
"CDH192",5.57304956910439e-58,1.09683489227948,0.874,0.241,1.31992105994668e-53
"TIMP22",6.61275059624696e-58,1.3440124360681,0.956,0.295,1.56616385121513e-53
"ZNF6972",6.7562290695869e-58,2.30786467903682,0.533,0.096,1.60014529284096e-53
"NSG11",1.1770015831915e-57,1.41589454744567,0.822,0.212,2.78761054963075e-53
"DBNDD12",1.18879707721548e-57,2.00017279000331,0.622,0.139,2.81554699767713e-53
"SERPINE22",1.60037915544144e-57,0.753213307261815,1,0.331,3.79033799174751e-53
"ARL4D1",1.82830410871688e-57,4.16438020816925,0.489,0.086,4.33015545108506e-53
"COL5A21",3.41680559465949e-57,0.848017089296433,0.489,0.082,8.09236237039154e-53
"LTBR4",5.82962382159429e-57,2.23097798620163,0.889,0.271,1.38068810590639e-52
"ETV53",6.88863422240101e-57,2.19477264446557,0.904,0.29,1.63150412923345e-52
"TUBB33",7.5379141060604e-57,3.01148623486743,0.681,0.17,1.78527957687934e-52
"MCOLN31",8.46733136769502e-57,5.36795374838438,0.763,0.305,2.00540276112489e-52
"SLC29A12",8.90327670977575e-57,1.70774340992237,0.741,0.184,2.10865205594329e-52
"CLEC11A1",1.66716793760449e-56,2.19470321629974,0.563,0.109,3.94852054342249e-52
"HRH21",2.08230741542783e-56,1.51290358215948,0.474,0.077,4.93173688269928e-52
"TNFRSF12A1",2.53954038802502e-56,2.46456500482886,0.667,0.156,6.01464745499845e-52
"MC1R2",1.30048298365742e-55,2.42855315497781,0.615,0.134,3.08006389849423e-51
"GNG123",2.73796638582273e-55,1.72531048885967,0.867,0.268,6.48459958818256e-51
"CRIP22",4.50319152331961e-55,1.2924874025572,0.822,0.227,1.06653588038302e-50
"CD632",5.74557458428033e-55,1.97850054982839,1,0.556,1.36078188454095e-50
"FAM167B2",1.49130931085445e-54,2.18185356023358,0.593,0.124,3.53201697182769e-50
"ATP1A11",1.93747232589854e-54,2.10598997682125,0.985,0.548,4.58870945665811e-50
"TIMP31",3.85492485260083e-54,0.875019248135874,0.919,0.292,9.1300040208998e-50
"TBX2",7.93025522904055e-54,1.64136640980344,0.37,0.05,1.87820164844596e-49
"SLC24A52",8.59972067295697e-54,2.03687274714349,0.704,0.174,2.03675784418313e-49
"UBL31",2.10901302499325e-53,1.89708875054707,0.889,0.311,4.99498644839401e-49
"LAPTM4B2",7.56970895985101e-53,2.15921696245495,0.711,0.185,1.79280987005111e-48
"RAB133",7.65272804044996e-53,1.58363156657081,0.896,0.3,1.81247210910017e-48
"TBC1D72",3.97033786034585e-52,2.45653169148759,0.807,0.25,9.40334818844311e-48
"DDR22",5.72501674042209e-52,1.88382878789302,0.6,0.132,1.35591296480157e-47
"SCD1",1.50031799906163e-51,0.500109479390948,0.874,0.289,3.55335314897755e-47
"MLPH2",1.54258221429659e-51,1.99399107779963,0.867,0.36,3.65345171634003e-47
"SERPINH11",2.09992509053084e-51,1.71905431152418,0.896,0.29,4.97346258441324e-47
"SEMA3C3",2.59878974197198e-51,1.34713545697453,0.681,0.168,6.15497362488644e-47
"GULP13",4.06798133622823e-51,2.66751449235903,0.607,0.143,9.63460699672295e-47
"RAI142",4.14885198008362e-51,1.08122179133988,0.622,0.143,9.82614102963004e-47
"PEG103",5.56204961396194e-51,1.66491821308044,0.696,0.175,1.31731583057074e-46
"TRIB12",6.63165227963283e-51,1.80106134493474,0.696,0.188,1.57064052590824e-46
"HOXB73",7.83719343489332e-51,1.81061641501149,0.6,0.138,1.85616089312013e-46
"VAT12",1.38571892686048e-50,1.62954662885267,0.985,0.41,3.28193670637635e-46
"ANXA52",2.27072383137272e-50,1.81278891590688,1,0.589,5.37798232222315e-46
"CHL13",5.34263692937343e-50,1.92991063658177,0.652,0.158,1.2653501303528e-45
"ATP1B12",6.43774812603903e-50,2.15058686861794,0.815,0.256,1.52471626617108e-45
"PLS33",7.51146058681861e-50,1.027885143748,0.83,0.243,1.77901432538212e-45
"CYGB",1.95641857467235e-49,2.19223174960099,0.348,0.049,4.633581752254e-45
"TSC22D11",1.97067164548221e-49,1.82892290363625,0.874,0.342,4.66733872516006e-45
"ANKRD281",2.15096770158974e-49,1.98159336589975,0.807,0.279,5.09435190444513e-45
"CSPG41",2.42582848923542e-49,0.757324419168923,0.867,0.258,5.74533219390517e-45
"PTPRM1",3.56885843822108e-49,1.29743976163122,0.756,0.222,8.4524843250828e-45
"COL16A13",3.5867095035933e-49,0.865009083957165,0.667,0.158,8.49476278831037e-45
"MXI11",3.61390098040365e-49,1.43162126013555,0.778,0.222,8.55916308198801e-45
"S100A103",4.57540450279484e-49,2.21796266361048,0.956,0.576,1.08363880244193e-44
"TYRP11",1.08317361203842e-48,1.21255371676365,0.43,0.072,2.5653883827518e-44
"BAIAP22",1.88853655779101e-48,1.03903789931021,0.822,0.245,4.47280998347223e-44
"PLAT2",2.09221093236576e-48,2.33959827953194,0.659,0.177,4.95519237221506e-44
"ZNF5932",2.20090073813047e-48,1.54409631047872,0.763,0.22,5.21261330818821e-44
"TMEM55A1",2.22279458047229e-48,1.85357939043727,0.696,0.191,5.26446668439056e-44
"ANKRD502",4.24859721024294e-48,1.65280489873151,0.578,0.131,1.00623776327394e-43
"DNAJA41",5.79208276525577e-48,1.59163824779148,0.733,0.215,1.37179688212318e-43
"TEAD13",5.83559051208888e-48,1.63172180761919,0.719,0.197,1.38210125688313e-43
"OPN3",6.64383938955194e-48,1.9027676972538,0.348,0.05,1.57352692102148e-43
"PLP13",8.09854709542572e-48,1.5292731946923,0.859,0.274,1.91805989408063e-43
"RAB381",8.76433790801358e-48,1.50462024588093,0.704,0.188,2.07574579013394e-43
"SDCBP2",1.56012176950569e-47,2.11453286550202,0.978,0.598,3.69499239889727e-43
"S100A132",1.95917810988371e-47,0.970388465653192,0.919,0.298,4.64011743544858e-43
"SOX102",2.26276852175389e-47,1.51054281229685,0.837,0.246,5.35914096692192e-43
"PMEL2",2.50999799157319e-47,2.19551162572394,0.874,0.357,5.94467924324195e-43
"CAV12",2.84402494489742e-47,1.51711110991886,0.896,0.318,6.73578867949504e-43
"BCL2A11",3.79706606867419e-47,1.32459633495837,0.719,0.204,8.99297127704795e-43
"HSD17B12",5.07148309047153e-47,1.54188949097805,0.844,0.3,1.20113005514728e-42
"CYSTM13",9.7221018712761e-47,1.52128775539721,0.889,0.309,2.30258260719303e-42
"TTYH22",1.6276132313887e-46,1.84702804022455,0.63,0.159,3.85483917722099e-42
"FKBP42",1.95173767288946e-46,2.27971217428259,0.807,0.272,4.6224955044714e-42
"POMGNT13",2.12244745626855e-46,1.3160201098715,0.704,0.19,5.02680455542644e-42
"CD592",2.53394964936739e-46,1.71259819849223,0.985,0.49,6.00140634956173e-42
"MYO101",2.82539647518735e-46,1.20458950046819,0.919,0.684,6.69166901183372e-42
"NGFR",3.33817111412279e-46,7.53568966222378,0.281,0.034,7.90612446668843e-42
"CSTB1",5.09709631422698e-46,2.65535334347173,0.919,0.541,1.20719629106152e-41
"ILVBL2",5.73395591489225e-46,1.34425474130091,0.763,0.222,1.35803011888308e-41
"HSPB14",9.85578592475442e-46,2.17968736685321,0.97,0.543,2.33424433841884e-41
"ALS2CR11",1.11703501015288e-45,4.72124510327068,0.311,0.043,2.64558571804607e-41
"TCEAL43",1.33540870142568e-45,1.32905925445905,0.874,0.302,3.16278196845658e-41
"TMEM1471",2.32981083811214e-45,1.62326125503726,0.881,0.346,5.5179239889848e-41
"TGFB1I11",4.97830019892553e-45,0.84292101908148,0.459,0.086,1.17906061911352e-40
"RND32",9.17004096838918e-45,1.69573625082488,0.63,0.155,2.17183250295329e-40
"LOC100128252",9.73071203425343e-45,1.31969484587773,0.393,0.068,2.30462183819258e-40
"SNX102",1.15469643220956e-44,1.13734387682362,0.77,0.249,2.73478303004511e-40
"ATP6V1B24",1.18568506363096e-44,1.70716863941711,0.919,0.396,2.80817650470356e-40
"GPR1432",2.25274389612631e-44,1.14886421071987,0.77,0.228,5.33539864358556e-40
"TBC1D163",3.00276659130718e-44,1.39921489794048,0.741,0.224,7.11175239485193e-40
"ANK22",3.01110524832163e-44,2.09819739507409,0.511,0.111,7.13150167012495e-40
"MSC",6.16060595480086e-44,2.29964429700953,0.385,0.065,1.45907791433504e-39
"BST11",6.78559282321972e-44,2.4673556987783,0.333,0.051,1.60709980425136e-39
"ST6GALNAC22",7.81354852213339e-44,1.73829495688615,0.637,0.168,1.85056083198207e-39
"ABCA12",7.83795173851964e-44,0.668634099160473,0.726,0.21,1.85634048975099e-39
"C1orf212",8.00504463909065e-44,1.39468625126581,0.763,0.24,1.89591477232223e-39
"MTMR9LP1",1.57046901569276e-43,1.17423177161323,0.496,0.103,3.71949881676673e-39
"CCND12",1.6185532569428e-43,0.517734014963489,0.83,0.288,3.83338153374332e-39
"SNHG162",1.69801974696282e-43,1.61612207054476,0.993,0.792,4.02158996870675e-39
"CHCHD62",1.95549552657723e-43,1.0226541165966,0.815,0.243,4.63139560514552e-39
"FAM129B2",2.04439583062506e-43,2.52338395127075,0.519,0.118,4.84194708525239e-39
"PFKM3",2.44515500888134e-43,1.32631208852328,0.733,0.225,5.79110512303456e-39
"VIM3",2.57399836893999e-43,1.46702084100449,1,0.813,6.09625773699748e-39
"METTL92",3.44076894189449e-43,1.35292928532209,0.889,0.345,8.14911716198291e-39
"MYADML",3.56654990236481e-43,1.82988554615319,0.385,0.065,8.44701678876082e-39
"FAH3",4.62544931688839e-43,1.72070253838114,0.578,0.149,1.09549141621185e-38
"SLC43A32",7.43287578314041e-43,1.36001927134102,0.837,0.293,1.76040230047897e-38
"ZNF3301",7.82981172688195e-43,0.693681722472856,0.748,0.23,1.85441260939472e-38
"NME23",1.3009519619321e-42,1.62109568536165,1,0.612,3.08117462663999e-38
"PFN22",1.43428163102507e-42,1.52830350522986,0.689,0.198,3.39695261491978e-38
"BACE23",2.00519150084174e-42,1.03377848354778,0.837,0.265,4.74909555059358e-38
"ABTB22",3.3309434374482e-42,1.54406912486272,0.556,0.135,7.88900643725231e-38
"CD94",3.76324650975423e-42,0.61566104333039,0.807,0.261,8.91287303370192e-38
"CYP2U1",4.09549476681235e-42,0.702142141696369,0.393,0.069,9.69976980571837e-38
"PYURF1",4.54217717849941e-42,1.65391402450618,0.948,0.453,1.0757692429558e-37
"PIGY1",4.54217717849941e-42,1.65391402450618,0.948,0.453,1.0757692429558e-37
"OSBPL1A3",5.57786608566036e-42,1.44576850696326,0.704,0.204,1.3210618037278e-37
"C5orf301",6.8279625705707e-42,1.83887442623394,0.467,0.101,1.61713465521397e-37
"AKT32",8.64070511685172e-42,1.61151388232933,0.837,0.301,2.04646459987516e-37
"CALU2",9.13543835895837e-42,1.46540069040666,0.978,0.554,2.1636372209357e-37
"SDC31",1.52404816041456e-41,1.4501068840796,0.815,0.26,3.60955566312585e-37
"SLC6A17",2.38955787449248e-41,2.59001213083643,0.481,0.118,5.659428869948e-37
"PTGR12",2.63329052326944e-41,1.86820340570808,0.585,0.152,6.23668527531133e-37
"MT1L",2.74860424623846e-41,1.15849881841262,0.304,0.043,6.50979429679118e-37
"CDKN2B",3.13899289322391e-41,2.85609412947777,0.311,0.047,7.4343907683115e-37
"MLANA2",3.56469693554563e-41,2.16694912975361,0.941,0.741,8.44262822214627e-37
"TANC13",4.9522703571585e-41,0.989236949266831,0.77,0.24,1.17289571138942e-36
"TUBB2A2",6.72291501664436e-41,1.7247968500545,0.748,0.244,1.59225519254205e-36
"IL1RAP3",7.41982230932318e-41,1.58063789928519,0.667,0.191,1.7573107157401e-36
"BAHCC11",9.29845835734947e-41,2.25629569520269,0.378,0.067,2.20224687735465e-36
"WBP52",1.10619921013867e-40,1.90708490037045,0.689,0.207,2.61992220929242e-36
"SHISA43",1.14698543940946e-40,1.53791342361271,0.526,0.124,2.71652031469737e-36
"FOSL1",1.16693560570309e-40,2.87537620351479,0.363,0.063,2.76377028854721e-36
"NME43",1.226696126166e-40,1.41979423358665,0.741,0.223,2.90530710521154e-36
"ADAMTS11",1.33365296069715e-40,0.704815996968744,0.452,0.091,3.15862367211513e-36
"PROS11",1.43587487589835e-40,0.841141192424807,0.711,0.209,3.40072605607765e-36
"GPR564",1.61638029739039e-40,1.7519531418724,0.889,0.452,3.82823509633939e-36
